,No,개설학과,학년,과목번호,분반,과목명,"제한
인원","수강
인원","개설
이수구분",학점/시수,수업방식,강의시간,담당교수,교원구분,수강안내,수강제한참고사항,"영어
강의",교양영역,"교육과정
이수구분","교육과정
적용년도",수업유형,성적평가방식,영문과목명,절대상대평가,교직영역,"전자
출결","국어관련
교과목","영어관련
교과목","인문학관련
교과목","소프트웨어관련
교과목",전문가,Unnamed: 31,혁신가,Unnamed: 33,세계시민,Unnamed: 35,인증제,Unnamed: 37,Unnamed: 38
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전공지식탐구역량,융복합지식활용역량,창의적문제해결역량,미래 ICT역량,윤리지향성역량,지속가능성역량,이수구분,설계학점,이론/실습/설계
2209,2209.0,농업생명과학대학 산림환경자원학과,2.0,1243-2004,0.0,식물분류학 및 실습,32.0,32.0,전공(기초),3/2/2,,"화13:00~15:00(농1107-2), 화15:00~16:00(농1107-2), 수11:00~12:00(농1107-2)",이중구,전임교수,,,,,전공(기초),2024.0,이론/실습,GRADE,Plant Taxonomy & Practice,상대평가,,,,,,,15,15,5,10,10,10,,,2/2/0
2210,2210.0,농업생명과학대학 산림환경자원학과,2.0,1243-2007,0.0,수목생리학및실습,31.0,31.0,전공(기초),3/2/2,,"화10:00~12:00(농1107-2), 수14:00~16:00(농1107-2)",박병배,전임교수,,,,,전공(기초),2024.0,이론/실습,GRADE,Tree Physiology & Practice,상대평가,,,,,,,15,10,10,5,5,10,,,0/0/0
2211,2211.0,농업생명과학대학 산림환경자원학과,2.0,1243-2016,0.0,숲치유론및실습,33.0,33.0,전공(핵심),3/2/2,,"금12:00~14:00(농1107-2), 금14:00~16:00(농1107-2)",김건우,강사,,,,,전공(핵심),2024.0,이론/실습,GRADE,Introduction of Therapeutic Effect of Forest & Practice,상대평가,,,,,,,15,5,5,10,5,5,,,0/0/0
2212,2212.0,농업생명과학대학 산림환경자원학과,3.0,1243-3004,0.0,산림자원경영학및실습,33.0,33.0,전공(심화),3/2/2,,"금10:00~12:00(농1107-2), 금13:00~15:00(농1309)",정왕기,전임교수,,,Y,,전공(심화),2023.0,이론/실습,GRADE,Forest Resources Management & Practice,상대평가,,,,,,,15,15,5,5,10,5,,0,2/2/0
2213,2213.0,농업생명과학대학 산림환경자원학과,3.0,1243-3006,0.0,조경수목배식학및설계,28.0,28.0,전공(심화),3/2/2,,"목13:00~15:00(농1128), 목15:00~17:00(농1128)",김대현,강사,,,,,전공(심화),2023.0,이론/실습,GRADE,Planting Design For Ornamental Tree,상대평가,,,,,,,0,0,0,0,0,0,,0,2/2/0
2214,2214.0,농업생명과학대학 산림환경자원학과,3.0,1243-3009,0.0,임업기계와목재수확론및실습,24.0,24.0,전공(핵심),3/2/2,,"화10:00~12:00(농1128), 목10:00~12:00(농1128)",이준우,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,Forest Machinery and Timber Harvesting & Practice,상대평가,,,,,,,15,10,15,10,5,5,,0,2/2/0
2215,2215.0,농업생명과학대학 산림환경자원학과,3.0,1243-3011,0.0,환경영향평가론,23.0,23.0,전공(핵심),3/3/0,,"월10:00~12:00(농1128), 화13:00~14:00(농1128)",최재용,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Environmental Impact Assessment,상대평가,,,,,,,15,15,5,10,15,15,,0,3/0/0
2216,2216.0,농업생명과학대학 산림환경자원학과,3.0,1243-3017,0.0,산림환경생태학및실습,14.0,14.0,전공(핵심),3/2/2,,"월14:00~16:00(농1128), 수10:00~12:00(농1128)",박병배,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,Forest Ecology & Practice,상대평가,,,,,,,15,15,15,5,10,10,,,0/0/0
2217,2217.0,농업생명과학대학 산림환경자원학과,4.0,1240-3001,1.0,미래설계상담5,20.0,19.0,전공(기초),0/0/0,,,이중구,전임교수,,,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2218,2218.0,농업생명과학대학 산림환경자원학과,4.0,1243-4001,0.0,연습림실습,28.0,28.0,전공(심화),1/0/2,,,이중구,전임교수,,,,,전공(심화),2022.0,실습,GRADE,Practice in Experimental Forest,절대평가,,,,,,,15,10,5,5,5,5,,0,0/2/0
2219,2219.0,농업생명과학대학 산림환경자원학과,4.0,1243-4005,0.0,산림토목학및실습,12.0,12.0,전공(심화),3/2/2,,"월10:00~12:00(농1111), 수10:00~12:00(농1111)",이준우,전임교수,,,,,전공(심화),2022.0,이론/실습,GRADE,Forest Engineering & Practice,상대평가,,,,,,,10,15,15,10,5,5,,0,2/2/0
2220,2220.0,농업생명과학대학 산림환경자원학과,4.0,1243-4006,0.0,조경수목학및실습,12.0,11.0,전공(심화),3/2/2,,"월13:00~15:00(농1111), 월15:00~16:00(농1111), 수13:00~14:00(농1111)",이중구,전임교수,,,Y,,전공(심화),2022.0,이론/실습,GRADE,Landscape Dendrology & Practice,상대평가,,,,,,,10,10,10,5,5,10,,,
2221,2221.0,농업생명과학대학 산림환경자원학과,4.0,1243-4016,0.0,캡스톤디자인2,22.0,22.0,전공(심화),3/3/0,,"월09:00~10:00(농1111), 화10:00~12:00(농1111)",최재용,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Capstone Design 2,상대평가,,,,,,,10,10,15,5,5,5,,,0/0/0
2222,2222.0,농업생명과학대학 산림환경자원학과,4.0,1796-4002,0.0,산림정책학개론및응용,17.0,17.0,전공(심화),3/3/0,,화13:00~16:00(농1111),정왕기,전임교수,,,Y,,전공(심화),2022.0,이론,GRADE,Forest Policy and Application,상대평가,,,,,,,,,,,,,,,0/0/0
2223,2223.0,농업생명과학대학 산림환경자원학과,4.0,1804-4003,0.0,수목관리및진료학,24.0,24.0,전공(심화),3/3/0,,수14:00~17:00(농1128),이동현,전임교수,,,Y,,전공(심화),2022.0,이론,GRADE,Aboriculture & Tree Health Management,상대평가,,,,,,,,,,,,,,,0/0/0
2224,2224.0,농업생명과학대학 환경소재공학과,2.0,1244-2001,0.0,공업수학,30.0,28.0,전공(심화),3/3/0,,"수14:00~16:00(농3113), 금11:00~12:00(농3113)",김현배,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Engineering Mathematics,상대평가,,,,,,,15,10,10,10,5,5,,0,3/0/0
2225,2225.0,농업생명과학대학 환경소재공학과,2.0,1244-2003,0.0,열역학,32.0,30.0,전공(기초),3/3/0,,"화13:00~15:00(농3113), 수13:00~14:00(농3113)",이정훈,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Thermodynamics,상대평가,,,,,,,15,10,10,5,5,10,,0,3/0/0
2226,2226.0,농업생명과학대학 환경소재공학과,2.0,1244-2009,0.0,목재물리학및실험,32.0,29.0,전공(기초),3/2/2,,"수09:00~11:00(농3113), 금09:00~11:00(농3113)",강석구,전임교수,,,,,전공(기초),2024.0,이론/실습,GRADE,Wood Physics ＆ Lab,상대평가,,,,,,,15,10,10,10,5,10,,0,2/2/0
2227,2227.0,농업생명과학대학 환경소재공학과,2.0,1761-2002,0.0,에코소재유기화학,35.0,30.0,전공(심화),3/3/0,,"월15:00~16:00(농3113), 화15:00~17:00(농3113)",한정수,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Organic chemistry for Biobased material Science,절대평가,,,,,,,,,,,,,,,0/0/0
2228,2228.0,농업생명과학대학 환경소재공학과,2.0,1762-2006,0.0,융합푸드소재분석개론,35.0,29.0,전공(심화),3/3/0,,"월13:00~15:00(농3113), 목13:00~14:00(농3113)",성용주,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Introduction to material analysis of converging food ,상대평가,,,,,,,,,,,,,,,0/0/0
2229,2229.0,농업생명과학대학 환경소재공학과,3.0,1240-2001,5.0,미래설계상담3,30.0,21.0,전공(기초),0/0/0,,,성용주,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2230,2230.0,농업생명과학대학 환경소재공학과,3.0,1244-3026,0.0,제지학 및 캡스톤디자인,20.0,14.0,전공(심화),3/2/2,,"월16:00~18:00(농3113), 목09:00~11:00(농3113)",성용주,전임교수,,,,,전공(심화),2023.0,이론/실습,GRADE,Paper Technology & Capstone Design,상대평가,,,,,,,15,15,15,10,5,10,,,
2231,2231.0,농업생명과학대학 환경소재공학과,3.0,1244-3027,0.0,복합재료공정론 및 캡스톤디자인,22.0,20.0,전공(핵심),3/2/2,,"수11:00~13:00(농3113), 목11:00~13:00(농3113)",강석구,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,"Finishing, Processing of Wood Based Products & Capstone Design",상대평가,,,,,,,15,15,15,10,5,15,,,
2232,2232.0,농업생명과학대학 환경소재공학과,3.0,1244-3029,0.0,목구조설계 및 실습,28.0,27.0,전공(핵심),3/2/2,,"수16:00~18:00(농3113), 목16:00~18:00(농3113)",김현배,전임교수,,,Y,,전공(핵심),2023.0,이론/실습,GRADE,Timber Engineering & Lab,상대평가,,,,,,,15,15,15,10,5,10,,,0/0/0
2233,2233.0,농업생명과학대학 환경소재공학과,3.0,1244-3034,0.0,투습저항분석 캡스톤디자인,0.0,0.0,전공(핵심),3/2/2,,"월18:00~20:00(농3113), 화18:00~20:00(농3113)",이정훈,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,Vapor Resistance Analysis & Capstone Design,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2234,2234.0,농업생명과학대학 환경소재공학과,3.0,1244-3035,0.0,셀룰로오스 섬유공정 및 실험,30.0,28.0,전공(핵심),3/2/2,,"월11:00~13:00(농3113), 화09:00~11:00(농3113)",한정수,전임교수,,,Y,,전공(핵심),2023.0,이론/실습,GRADE,Cellulose fiber process & Lab,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2235,2235.0,농업생명과학대학 환경소재공학과,4.0,1240-3001,5.0,미래설계상담5,30.0,8.0,전공(기초),0/0/0,,,성용주,전임교수,,,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2236,2236.0,농업생명과학대학 환경소재공학과,4.0,1244-4012,0.0,실내주거환경분석과학,21.0,20.0,전공(심화),3/3/0,,"월09:00~11:00(농3113), 화17:00~18:00(농3113)",이정훈,전임교수,,,Y,,전공(심화),2022.0,이론,GRADE,Science of Indoor Living Environmental Analysis,상대평가,,,,,,,15,15,15,10,10,10,,0,3/0/0
2237,2237.0,농업생명과학대학 환경소재공학과,4.0,1244-4030,0.0,종이물성론 및 캡스톤디자인,15.0,13.0,전공(심화),3/2/2,,"화11:00~13:00(농3113), 목14:00~16:00(농3113)",한정수,전임교수,,,Y,,전공(심화),2022.0,이론/실습,GRADE,Paper Properties & Capstone Design,상대평가,,,,,,,15,15,15,10,10,15,,,
2238,2238.0,농업생명과학대학 환경소재공학과,4.0,1244-4031,0.0,목재보존학 및 캡스톤디자인,15.0,11.0,전공(심화),3/2/2,,"금13:00~15:00(농3113), 금15:00~17:00(농3113)",윤선미,강사,,,,,전공(심화),2022.0,이론/실습,GRADE,Wood Preservation & Capstone Design,상대평가,,,,,,,15,15,15,10,10,15,,,
2239,2239.0,농업생명과학대학 환경소재공학과,4.0,1244-4036,0.0,순환자원소재공학,0.0,0.0,전공(심화),3/3/0,,"수18:00~20:00(농3113), 목18:00~19:00(농3113)",성용주,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Circular Resource Material Engineering,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2240,2240.0,농업생명과학대학 응용생물학과,1.0,1240-1001,5.0,미래설계상담1,30.0,6.0,전공(기초),0/0/0,,,임현섭,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2241,2241.0,농업생명과학대학 응용생물학과,2.0,1240-2001,4.0,미래설계상담3,30.0,20.0,전공(기초),0/0/0,,,성건묵,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
2242,2242.0,농업생명과학대학 응용생물학과,2.0,1245-2004,0.0,분자생물학,26.0,26.0,전공(기초),3/3/0,,"월10:00~12:00(농1408), 수10:00~11:00(농1408)",임현섭,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Molecular Biology,상대평가,기본이수,,,,,,14,10,5,0,0,10,,,
2243,2243.0,농업생명과학대학 응용생물학과,2.0,1245-2008,0.0,미생물학개론,24.0,24.0,전공(심화),3/3/0,,화10:00~13:00(농1403),민지영,강사,,,,,전공(심화),2024.0,이론,GRADE,Fundamentals of Microbiology,상대평가,기본이수,,,,,,15,5,5,0,0,5,,,
2244,2244.0,농업생명과학대학 응용생물학과,2.0,1245-2009,0.0,식물병리학,29.0,29.0,전공(기초),3/3/0,,"화16:00~18:00(농1408), 수15:00~16:00(농1408)",오상근,전임교수,,,Y,,전공(기초),2024.0,이론,GRADE,Plant Pathology,상대평가,,,,,,,15,5,10,5,0,5,,,
2245,2245.0,농업생명과학대학 응용생물학과,2.0,1245-2013,0.0,곤충분류및실험,33.0,33.0,전공(기초),3/2/2,,"월13:00~15:00(농1408), 화14:00~16:00(농1408)",정성훈,전임교수,,,Y,,전공(기초),2024.0,이론/실습,GRADE,Insect Taxonomy & Lab.,상대평가,기본이수,,,,,,13,0,10,0,10,5,,,0/0/0
2246,2246.0,농업생명과학대학 응용생물학과,2.0,1245-2016,0.0,식물의학,22.0,22.0,전공(심화),3/3/0,,"월15:00~17:00(농1408), 수11:00~12:00(농1408)",오상근,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Plant Medicine,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2247,2247.0,농업생명과학대학 응용생물학과,3.0,1240-3001,3.0,미래설계상담5,35.0,34.0,전공(기초),0/0/0,,,위준,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
2248,2248.0,농업생명과학대학 응용생물학과,3.0,1245-3005,0.0,곤충생태학,36.0,35.0,전공(핵심),3/3/0,,"월15:00~17:00(농1403), 수13:00~14:00(농1408)",위준,전임교수,,,Y,,전공(핵심),2023.0,이론,GRADE,Insect Ecology,상대평가,기본이수,,,,,,12,10,10,15,15,10,,,
2249,2249.0,농업생명과학대학 응용생물학과,3.0,1245-3010,0.0,균생물학,0.0,0.0,전공(심화),3/3/0,,,,,,,,,전공(심화),2023.0,이론,GRADE,Fungal  Biology,상대평가,,,,,,,12,0,10,5,0,0,,,
2250,2250.0,농업생명과학대학 응용생물학과,3.0,1245-3013,0.0,식물바이러스병학및실험,32.0,31.0,전공(핵심),3/2/2,,"화14:00~16:00(농1403), 수15:00~17:00(농1403)",임현섭,전임교수,,,Y,,전공(핵심),2023.0,이론/실습,GRADE,Plant Virology & Lab.,상대평가,기본이수,,,,,,14,10,15,10,11,12,,,0/0/0
2251,2251.0,농업생명과학대학 응용생물학과,3.0,1245-3017,0.0,분자진단곤충학,25.0,22.0,전공(심화),3/3/0,,"화16:00~18:00(농1403), 수14:00~15:00(농1408)",정성훈,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Insect Molecular Diagnostics,상대평가,,,,,,,12,10,5,15,0,0,,,0/0/0
2252,2252.0,농업생명과학대학 응용생물학과,4.0,1245-4009,0.0,종합적해충방제학,14.0,14.0,전공(심화),3/3/0,,"월14:00~15:00(농1403), 수15:00~17:00(농1410)",성건묵,전임교수,,,Y,,전공(심화),2022.0,이론,GRADE,Intergrated Pest Management,상대평가,,,,,,,10,13,15,5,0,10,,,
2253,2253.0,농업생명과학대학 응용생물학과,4.0,1245-4010,0.0,천적학,14.0,14.0,전공(심화),3/3/0,,"화10:00~12:00(농1410), 수14:00~15:00(농1410)",위준,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Natural Enemy Sciences,상대평가,,,,,,,10,0,10,15,5,5,,,
2254,2254.0,농업생명과학대학 응용생물학과,4.0,1245-4018,0.0,스마트양봉학,15.0,15.0,전공(심화),3/3/0,,"화14:00~15:00(농1410), 목10:00~12:00(농1408)",성건묵,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Smart Apiology,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2255,2255.0,농업생명과학대학 응용생물학과,4.0,1245-4019,0.0,친환경농업미생물학,0.0,0.0,전공(심화),3/3/0,,,,,,,,,전공(심화),2022.0,이론,GRADE,Environment-friendly Agricultural Microbiology,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2256,2256.0,농업생명과학대학 생물환경화학과,1.0,1240-1001,0.0,미래설계상담1,40.0,5.0,전공(기초),0/0/0,,,이기범,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2257,2257.0,농업생명과학대학 생물환경화학과,1.0,1249-1008,0.0,기후변화와 식물환경,30.0,15.0,전공(핵심),3/3/0,,수09:00~12:00(농3408),이기범,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,"Climate Change, Plant and Environment",절대평가,,,,,,,0,0,0,0,0,0,,,
2258,2258.0,농업생명과학대학 생물환경화학과,1.0,1249-7001,0.0,대학생활과 진로설계,30.0,7.0,교양(소양필수),1/1/0,,화09:00~10:00(농3406),오택근,전임교수,신입생 기초영역으로 초과 이수 가능,,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
2259,2259.0,농업생명과학대학 생물환경화학과,2.0,1240-2001,0.0,미래설계상담3,40.0,35.0,전공(기초),0/0/0,,,이기범,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2260,2260.0,농업생명과학대학 생물환경화학과,2.0,1245-3004,0.0,토양학,49.0,48.0,전공(기초),3/3/0,,월09:00~12:00(농3406),김성철,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Soil Science,상대평가,,,,,,,13,14,10,13,14,15,,,3/0/0
2261,2261.0,농업생명과학대학 생물환경화학과,2.0,1249-2003,0.0,토양환경미생물학,40.0,39.0,전공(핵심),3/3/0,,"월14:00~16:00(농3406), 수14:00~15:00(농3406)",이상민,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Soil Environmental Microbiology,상대평가,,,,,,,13,13,14,15,13,15,,,3/0/0
2262,2262.0,농업생명과학대학 생물환경화학과,2.0,1249-2014,0.0,유기화학,38.0,37.0,전공(기초),3/3/0,,화14:00~17:00(농3406),황정인,전임교수,,,Y,,전공(기초),2024.0,이론,GRADE,Organic Chemistry,상대평가,,,,,,,15,10,11,9,12,12,,,0/0/0
2263,2263.0,농업생명과학대학 생물환경화학과,2.0,1249-2015,0.0,식물환경생리학,0.0,0.0,전공(핵심),3/3/0,,수09:00~12:00(농2404),,,,,,,전공(핵심),2024.0,이론,GRADE,Plant Environmental Physiology,상대평가,,,,,,,15,12,13,13,10,10,,,0/0/0
2264,2264.0,농업생명과학대학 생물환경화학과,3.0,1240-3001,0.0,미래설계상담5,40.0,7.0,전공(기초),0/0/0,,,이기범,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2265,2265.0,농업생명과학대학 생물환경화학과,3.0,1249-3006,0.0,대사생화학,24.0,24.0,전공(심화),3/3/0,,"월16:00~17:00(농3406), 수15:00~17:00(농3406)",이상민,전임교수,,,Y,,전공(심화),2023.0,이론,GRADE,Metabolic Biochemistry,상대평가,,,,,,,15,14,12,15,14,12,,0,0/0/0
2266,2266.0,농업생명과학대학 생물환경화학과,3.0,1249-3014,0.0,생물독성학,0.0,0.0,전공(심화),3/3/0,,,,,,,,,전공(심화),2023.0,이론,GRADE,Bio-Toxicology,상대평가,,,,,,,12,13,14,12,13,14,,,0/0/0
2267,2267.0,농업생명과학대학 생물환경화학과,3.0,1249-3015,0.0,농약화학,25.0,25.0,전공(심화),3/3/0,,"화10:00~12:00(농3406), 수14:00~15:00(농3408)",임치환,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Pesticide Chemistry　,상대평가,,,,,,,15,12,15,12,11,10,,,0/0/0
2268,2268.0,농업생명과학대학 생물환경화학과,3.0,1249-3027,0.0,천연물화학,29.0,28.0,전공(핵심),3/3/0,,수09:00~12:00(농3406),임치환,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Natural Product Chemistry,상대평가,,,,,,,15,14,13,15,13,12,,,0/0/0
2269,2269.0,농업생명과학대학 생물환경화학과,3.0,1249-3029,0.0,환경화학분석실험,15.0,15.0,전공(심화),3/0/6,,"월12:00~16:00(농3301), 금17:00~19:00(농2404)",오택근,전임교수,,,,,전공(심화),2023.0,실습,GRADE,Environmental Chemistry Laboratory,절대평가,,,,,,,,,,,,,,,0/0/0
2270,2270.0,농업생명과학대학 생물환경화학과,3.0,1249-3030,0.0,유기분석화학실습,14.0,13.0,전공(심화),3/0/6,,"목13:00~16:00(농3301), 금15:00~18:00(농3301)",황정인,전임교수,,,,,전공(심화),2023.0,실습,GRADE,Organic & Analytical Chemistry Lab,절대평가,,,,,,,,,,,,,,,0/0/0
2271,2271.0,농업생명과학대학 생물환경화학과,4.0,1249-4022,0.0,식물분자생물학실험,18.0,18.0,전공(심화),3/0/6,,화14:00~20:00(404),이기범,전임교수,,,,,전공(심화),2022.0,실습,GRADE,Experiments in Plant molecular biology,절대평가,,,,,,,,,,,,,,,0/0/0
2272,2272.0,농업생명과학대학 생물환경화학과,4.0,1249-4023,0.0,환경독성화학,20.0,20.0,전공(심화),3/3/0,,화09:00~12:00(농3408),김성철,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Environmental Toxicology and Chemistry,상대평가,,,,,,,,,,,,,,,0/0/0
2273,2273.0,농업생명과학대학 생물환경화학과,4.0,1249-4024,0.0,기후변화대응기술설계,19.0,19.0,전공(심화),3/0/6,,"월09:00~12:00(농3408), 월16:00~19:00(농3301)",오택근,전임교수,,,,,전공(심화),2022.0,실습,GRADE,Climate Change and Emerging Technology,절대평가,,,,,,,,,,,,,,,0/0/0
2274,2274.0,농업생명과학대학 지역환경토목학과,2.0,1240-1001,2.0,미래설계상담1,40.0,20.0,전공(기초),0/0/0,,,신현오,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2275,2275.0,농업생명과학대학 지역환경토목학과,2.0,1246-2003,0.0,농업기상학,50.0,35.0,전공(심화),3/3/0,,월15:00~18:00(농3117),송정헌,전임교수,,,,,전공(심화),2024.0,이론,GRADE,Agricultural Meteorology,상대평가,,,,,,,0,0,0,0,0,0,,0,3/0/0
2276,2276.0,농업생명과학대학 지역환경토목학과,2.0,1246-2005,0.0,응용해석,40.0,24.0,전공(기초),3/3/0,,"화10:00~12:00(농3117), 목14:00~15:00(농3117)",안현욱,전임교수,,,,,전공(기초),2024.0,이론,GRADE,Applied Analytic Calculus,상대평가,,,,,,,0,0,0,0,0,0,,0,3/0/0
2277,2277.0,농업생명과학대학 지역환경토목학과,2.0,1246-2008,0.0,생태공간계측기초 및 실습,40.0,23.0,전공(핵심),3/2/2,,"수09:00~11:00(농3117), 수11:00~13:00(농3117)",김대식,전임교수,,,,,전공(핵심),2024.0,이론/실습,GRADE,Eco-space measurement Elementary & Practice,상대평가,기본이수,,,,,,0,0,0,0,0,0,,0,0/0/0
2278,2278.0,농업생명과학대학 지역환경토목학과,2.0,1246-2010,0.0,재료역학 및 연습,40.0,26.0,전공(핵심),3/2/2,,"화14:00~16:00(농3117), 화16:00~18:00(농3117)",신현오,전임교수,,,,,전공(핵심),2024.0,이론/실습,GRADE,Material Mechanics & Practice,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2279,2279.0,농업생명과학대학 지역환경토목학과,3.0,1240-2001,7.0,미래설계상담3,40.0,25.0,전공(기초),0/0/0,,,,,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2280,2280.0,농업생명과학대학 지역환경토목학과,3.0,1246-3001,0.0,응용역학 및 연습,40.0,21.0,전공(핵심),3/2/2,,"월10:00~12:00(농2219), 수10:00~12:00(농2219)",하태환,전임교수,,,,,전공(심화),2023.0,이론/실습,GRADE,Applied Mechanics & Practice,상대평가,,,,,,,0,0,0,0,0,0,,0,2/2/0
2281,2281.0,농업생명과학대학 지역환경토목학과,3.0,1246-3003,0.0,응용지반공학 및 실험,40.0,8.0,전공(심화),3/2/2,,"수13:00~15:00(농2219), 수15:00~17:00(농2219)",이달원,전임교수,,,,,전공(심화),2023.0,이론/실습,GRADE,Applied Geotechnical Engineering & Lab,상대평가,,,,,,,0,0,0,0,0,0,,0,2/2/0
2282,2282.0,농업생명과학대학 지역환경토목학과,3.0,1246-3015,0.0,지역환경공학및실험,40.0,22.0,전공(심화),3/2/2,,"화13:00~15:00(농2219), 목10:00~12:00(농2219)",안현욱,전임교수,,,,,전공(핵심),2023.0,이론/실습,GRADE,Rural Environmental Engineering & Lab,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2283,2283.0,농업생명과학대학 지역환경토목학과,3.0,1246-3016,0.0,콘크리트구조설계및연습,40.0,20.0,전공(심화),3/2/2,,"월14:00~16:00(농2219), 월16:00~18:00(농2219)",신현오,전임교수,,,,,전공(심화),2023.0,이론/실습,GRADE,Design of Concrete Structures & Practice,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2284,2284.0,농업생명과학대학 지역환경토목학과,3.0,1246-3018,0.0,지역환경수문학,40.0,26.0,전공(핵심),3/3/0,,화10:00~13:00(농2219),송정헌,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Regional Environmental Hydrology,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2285,2285.0,농업생명과학대학 지역환경토목학과,4.0,1240-3001,7.0,미래설계상담5,40.0,23.0,전공(기초),0/0/0,,,신현오,전임교수,,,,,전공(기초),2022.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,0,0/0/0
2286,2286.0,농업생명과학대학 지역환경토목학과,4.0,1246-4010,0.0,농촌도로시스템공학,40.0,8.0,전공(심화),3/3/0,,목13:00~16:00(농2219),이달원,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Rural Road system Engineering,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2287,2287.0,농업생명과학대학 지역환경토목학과,4.0,1246-4012,0.0,농촌환경정비공학및연습,40.0,12.0,전공(심화),3/2/2,,"월09:00~11:00(농3117), 월11:00~13:00(농3117)",김대식,전임교수,,,,,전공(심화),2022.0,이론/실습,GRADE,Rural Environment & Development Engineering & Practice,상대평가,,,,,,,0,0,0,0,0,0,,,
2288,2288.0,농업생명과학대학 지역환경토목학과,4.0,1246-4013,0.0,농업수자원 설계 실무,40.0,22.0,전공(심화),3/3/0,,수13:00~16:00(농3117),송정헌,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Agricultural Water Resources Design Practice,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
2289,2289.0,농업생명과학대학 지역환경토목학과,4.0,1246-4014,0.0,스마트팜 에너지 공학,40.0,17.0,전공(심화),3/3/0,,"월13:30~15:00(농3117), 목10:00~11:30(농1309)",하태환,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Smart Farm Energy Engineering,상대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
